SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
BSF-G-BLK-0010,Vintage Glass Bookshelf,Bookshelf,Glass,Black,C3-R3,200,Urban Living,08/03/2025,"Vintage Glass Bookshelf - Glass Black design, sourced from Urban Living."
TAB-R-BRN-0014,Cozy Rattan Table,Table,Rattan,Brown,A2-R3,217,Nova Supplies,21/11/2024,"Cozy Rattan Table - Rattan Brown design, sourced from Nova Supplies."
STL-P-BGE-0011,Stylish Beige Plastic Stool,Stool,Plastic,Beige,B1-R1,427,Classic Interiors,28/03/2025,"Stylish Beige Plastic Stool - Plastic Beige design, sourced from Classic Interiors."
STL-G-GRN-0009,Cozy Green Glass Stool,Stool,Glass,Green,A4-R1,346,ComfortLine,08/09/2025,"Cozy Green Glass Stool - Glass Green design, sourced from ComfortLine."
CHR-W-NAT-0006,Vintage Natural Wood Chair,Chair,Wood,Natural,D4-R2,495,Classic Interiors,19/11/2024,"Vintage Natural Wood Chair - Wood Natural design, sourced from Classic Interiors."
WRD-W-GRN-0006,Stylish Wood Wardrobe,Wardrobe,Wood,Green,D1-R2,0,ComfortLine,18/12/2024,"Stylish Wood Wardrobe - Wood Green design, sourced from ComfortLine."
SOF-L-WHT-0011,Elegant White Leather Sofa,Sofa,Leather,White,C5-R1,295,EverWood,19/08/2025,"Elegant White Leather Sofa - Leather White design, sourced from EverWood."
CNS-R-OAK-0006,Premium Rattan Console,Console,Rattan,Oak,B1-R4,226,Global Furnish,01/08/2025,"Premium Rattan Console - Rattan Oak design, sourced from Global Furnish."
SOF-L-GRY-0008,Vintage Grey Leather Sofa,Sofa,Leather,Grey,D3-R2,254,Homedecor Co.,08/04/2025,"Vintage Grey Leather Sofa - Leather Grey design, sourced from Homedecor Co.."
CAB-P-BRN-0009,Vintage Plastic Cabinet,Cabinet,Plastic,Brown,B5-R4,377,FurniWorld,07/12/2024,"Vintage Plastic Cabinet - Plastic Brown design, sourced from FurniWorld."
STL-P-BGE-0012,Deluxe Beige Plastic Stool,Stool,Plastic,Beige,D5-R1,333,ComfortLine,18/11/2024,"Deluxe Beige Plastic Stool - Plastic Beige design, sourced from ComfortLine."
CAB-M-WHT-0005,Classic Metal Cabinet,Cabinet,Metal,White,B2-R3,369,Urban Living,16/08/2025,"Classic Metal Cabinet - Metal White design, sourced from Urban Living."
BSF-P-BGE-0007,Cozy Plastic Bookshelf,Bookshelf,Plastic,Beige,A1-R4,331,Classic Interiors,14/03/2025,"Cozy Plastic Bookshelf - Plastic Beige design, sourced from Classic Interiors."
DSK-G-GRN-0009,Minimal Glass Desk,Desk,Glass,Green,C2-R4,402,Global Furnish,26/05/2025,"Minimal Glass Desk - Glass Green design, sourced from Global Furnish."
DRS-P-BRN-0009,Compact Plastic Dresser,Dresser,Plastic,Brown,A1-R1,296,Urban Living,29/06/2025,"Compact Plastic Dresser - Plastic Brown design, sourced from Urban Living."
CNS-P-OAK-0007,Compact Plastic Console,Console,Plastic,Oak,A1-R3,466,FurniWorld,19/07/2025,"Compact Plastic Console - Plastic Oak design, sourced from FurniWorld."
CHR-F-WHT-0003,Premium White Fabric Chair,Chair,Fabric,White,C5-R3,189,Homedecor Co.,30/06/2025,"Premium White Fabric Chair - Fabric White design, sourced from Homedecor Co.."
TAB-F-WHT-0006,Stylish Fabric Table,Table,Fabric,White,C3-R3,156,Classic Interiors,20/11/2024,"Stylish Fabric Table - Fabric White design, sourced from Classic Interiors."
DSK-L-NAT-0005,Deluxe Leather Desk,Desk,Leather,Natural,C1-R1,189,ComfortLine,14/07/2025,"Deluxe Leather Desk - Leather Natural design, sourced from ComfortLine."
TAB-R-NAT-0011,Elegant Rattan Table,Table,Rattan,Natural,C4-R3,216,Urban Living,27/08/2025,"Elegant Rattan Table - Rattan Natural design, sourced from Urban Living."
WRD-R-GRN-0007,Cozy Rattan Wardrobe,Wardrobe,Rattan,Green,C4-R3,1,Classic Interiors,29/01/2025,"Cozy Rattan Wardrobe - Rattan Green design, sourced from Classic Interiors."
CHR-L-GRN-0010,Modern Green Leather Chair,Chair,Leather,Green,A2-R4,25,Urban Living,02/07/2025,"Modern Green Leather Chair - Leather Green design, sourced from Urban Living."
DSK-P-OAK-0007,Modern Plastic Desk,Desk,Plastic,Oak,C5-R3,335,Classic Interiors,07/01/2025,"Modern Plastic Desk - Plastic Oak design, sourced from Classic Interiors."
BNH-P-NAT-0008,Cozy Natural Plastic Bench,Bench,Plastic,Natural,D5-R2,125,Classic Interiors,31/12/2024,"Cozy Natural Plastic Bench - Plastic Natural design, sourced from Classic Interiors."
BED-M-BGE-0008,Compact Beige Metal Bed,Bed,Metal,Beige,B2-R2,269,ComfortLine,04/04/2025,"Compact Beige Metal Bed - Metal Beige design, sourced from ComfortLine."
STL-M-BGE-0007,Stylish Beige Metal Stool,Stool,Metal,Beige,D2-R3,297,Urban Living,17/05/2025,"Stylish Beige Metal Stool - Metal Beige design, sourced from Urban Living."
STL-W-GRN-0011,Compact Green Wood Stool,Stool,Wood,Green,D3-R4,445,EverWood,07/02/2025,"Compact Green Wood Stool - Wood Green design, sourced from EverWood."
TAB-P-BRN-0011,Elegant Plastic Table,Table,Plastic,Brown,A5-R3,127,Nova Supplies,21/10/2025,"Elegant Plastic Table - Plastic Brown design, sourced from Nova Supplies."
DRS-M-GRN-0011,Minimal Metal Dresser,Dresser,Metal,Green,D1-R3,119,Nova Supplies,02/09/2025,"Minimal Metal Dresser - Metal Green design, sourced from Nova Supplies."
TAB-L-BLU-0008,Minimal Leather Table,Table,Leather,Blue,B4-R1,472,EverWood,25/10/2025,"Minimal Leather Table - Leather Blue design, sourced from EverWood."
WRD-M-GRY-0010,Deluxe Metal Wardrobe,Wardrobe,Metal,Grey,B1-R3,304,Nova Supplies,11/10/2025,"Deluxe Metal Wardrobe - Metal Grey design, sourced from Nova Supplies."
STL-P-GRN-0006,Elegant Green Plastic Stool,Stool,Plastic,Green,A5-R4,209,EverWood,07/08/2025,"Elegant Green Plastic Stool - Plastic Green design, sourced from EverWood."
STL-W-RED-0010,Cozy Red Wood Stool,Stool,Wood,Red,C3-R4,225,ComfortLine,27/03/2025,"Cozy Red Wood Stool - Wood Red design, sourced from ComfortLine."
STL-P-GRN-0007,Compact Green Plastic Stool,Stool,Plastic,Green,D5-R2,246,FurniWorld,10/02/2025,"Compact Green Plastic Stool - Plastic Green design, sourced from FurniWorld."
TAB-L-BRN-0010,Vintage Leather Table,Table,Leather,Brown,C5-R1,135,EverWood,26/02/2025,"Vintage Leather Table - Leather Brown design, sourced from EverWood."
BNH-M-GRY-0006,Classic Grey Metal Bench,Bench,Metal,Grey,C2-R3,110,ComfortLine,19/06/2025,"Classic Grey Metal Bench - Metal Grey design, sourced from ComfortLine."
SOF-P-WHT-0006,Deluxe White Plastic Sofa,Sofa,Plastic,White,A5-R2,198,FurniWorld,12/10/2025,"Deluxe White Plastic Sofa - Plastic White design, sourced from FurniWorld."
CNS-M-GRY-0007,Elegant Metal Console,Console,Metal,Grey,B4-R4,284,ComfortLine,27/02/2025,"Elegant Metal Console - Metal Grey design, sourced from ComfortLine."
BED-P-BRN-0007,Modern Brown Plastic Bed,Bed,Plastic,Brown,D2-R4,274,Global Furnish,03/01/2025,"Modern Brown Plastic Bed - Plastic Brown design, sourced from Global Furnish."
TAB-P-BLU-0008,Modern Plastic Table,Table,Plastic,Blue,B2-R4,72,Global Furnish,30/10/2025,"Modern Plastic Table - Plastic Blue design, sourced from Global Furnish."
BSF-M-BRN-0006,Cozy Metal Bookshelf,Bookshelf,Metal,Brown,B1-R4,135,ComfortLine,17/04/2025,"Cozy Metal Bookshelf - Metal Brown design, sourced from ComfortLine."
BED-G-GRN-0008,Elegant Green Glass Bed,Bed,Glass,Green,C3-R3,338,Nova Supplies,23/10/2025,"Elegant Green Glass Bed - Glass Green design, sourced from Nova Supplies."
SOF-C-WHT-0013,Minimal White Composite Sofa,Sofa,Composite,White,B5-R3,431,Classic Interiors,22/02/2025,"Minimal White Composite Sofa - Composite White design, sourced from Classic Interiors."
WRD-G-BGE-0007,Classic Glass Wardrobe,Wardrobe,Glass,Beige,A1-R4,296,EverWood,01/04/2025,"Classic Glass Wardrobe - Glass Beige design, sourced from EverWood."
WRD-F-OAK-0009,Premium Fabric Wardrobe,Wardrobe,Fabric,Oak,A1-R3,476,Nova Supplies,07/10/2025,"Premium Fabric Wardrobe - Fabric Oak design, sourced from Nova Supplies."
CAB-L-OAK-0010,Minimal Leather Cabinet,Cabinet,Leather,Oak,C5-R4,382,Classic Interiors,17/05/2025,"Minimal Leather Cabinet - Leather Oak design, sourced from Classic Interiors."
CNS-C-BRN-0011,Deluxe Composite Console,Console,Composite,Brown,B3-R1,428,Global Furnish,29/05/2025,"Deluxe Composite Console - Composite Brown design, sourced from Global Furnish."
BED-P-OAK-0011,Vintage Oak Plastic Bed,Bed,Plastic,Oak,D4-R1,200,FurniWorld,09/10/2025,"Vintage Oak Plastic Bed - Plastic Oak design, sourced from FurniWorld."
DRS-C-NAT-0009,Vintage Composite Dresser,Dresser,Composite,Natural,C5-R1,233,Urban Living,25/08/2025,"Vintage Composite Dresser - Composite Natural design, sourced from Urban Living."
CHR-F-BLU-0005,Deluxe Blue Fabric Chair,Chair,Fabric,Blue,C3-R1,373,FurniWorld,28/05/2025,"Deluxe Blue Fabric Chair - Fabric Blue design, sourced from FurniWorld."
BED-M-RED-0010,Classic Red Metal Bed,Bed,Metal,Red,A5-R3,254,Homedecor Co.,01/09/2025,"Classic Red Metal Bed - Metal Red design, sourced from Homedecor Co.."
DRS-G-RED-0009,Cozy Glass Dresser,Dresser,Glass,Red,C4-R2,412,ComfortLine,20/11/2024,"Cozy Glass Dresser - Glass Red design, sourced from ComfortLine."
BSF-M-BGE-0006,Classic Metal Bookshelf,Bookshelf,Metal,Beige,C1-R1,55,Global Furnish,10/05/2025,"Classic Metal Bookshelf - Metal Beige design, sourced from Global Furnish."
BED-P-NAT-0016,Classic Natural Plastic Bed,Bed,Plastic,Natural,A4-R3,476,EverWood,18/02/2025,"Classic Natural Plastic Bed - Plastic Natural design, sourced from EverWood."
TAB-F-RED-0010,Cozy Fabric Table,Table,Fabric,Red,C1-R4,446,Homedecor Co.,13/10/2025,"Cozy Fabric Table - Fabric Red design, sourced from Homedecor Co.."
SOF-P-NAT-0005,Vintage Natural Plastic Sofa,Sofa,Plastic,Natural,A3-R3,486,Nova Supplies,06/05/2025,"Vintage Natural Plastic Sofa - Plastic Natural design, sourced from Nova Supplies."
STL-G-NAT-0007,Compact Natural Glass Stool,Stool,Glass,Natural,D4-R3,457,Urban Living,28/08/2025,"Compact Natural Glass Stool - Glass Natural design, sourced from Urban Living."
CAB-R-BRN-0004,Premium Rattan Cabinet,Cabinet,Rattan,Brown,C4-R4,173,Urban Living,24/07/2025,"Premium Rattan Cabinet - Rattan Brown design, sourced from Urban Living."
CHR-F-BLK-0008,Deluxe Black Fabric Chair,Chair,Fabric,Black,D3-R1,314,Global Furnish,19/06/2025,"Deluxe Black Fabric Chair - Fabric Black design, sourced from Global Furnish."
TAB-M-NAT-0007,Vintage Metal Table,Table,Metal,Natural,D4-R2,191,FurniWorld,26/03/2025,"Vintage Metal Table - Metal Natural design, sourced from FurniWorld."
BSF-M-GRY-0012,Classic Metal Bookshelf,Bookshelf,Metal,Grey,B3-R3,282,FurniWorld,31/05/2025,"Classic Metal Bookshelf - Metal Grey design, sourced from FurniWorld."
BSF-G-NAT-0006,Classic Glass Bookshelf,Bookshelf,Glass,Natural,D1-R2,6,Nova Supplies,07/12/2024,"Classic Glass Bookshelf - Glass Natural design, sourced from Nova Supplies."
WRD-P-NAT-0007,Premium Plastic Wardrobe,Wardrobe,Plastic,Natural,A3-R1,6,EverWood,26/07/2025,"Premium Plastic Wardrobe - Plastic Natural design, sourced from EverWood."
BSF-W-BLK-0008,Elegant Wood Bookshelf,Bookshelf,Wood,Black,D2-R3,436,ComfortLine,13/06/2025,"Elegant Wood Bookshelf - Wood Black design, sourced from ComfortLine."
SOF-W-BLK-0007,Cozy Black Wood Sofa,Sofa,Wood,Black,B2-R1,12,EverWood,18/01/2025,"Cozy Black Wood Sofa - Wood Black design, sourced from EverWood."
BNH-M-BGE-0008,Elegant Beige Metal Bench,Bench,Metal,Beige,A3-R1,141,Nova Supplies,03/09/2025,"Elegant Beige Metal Bench - Metal Beige design, sourced from Nova Supplies."
STL-C-BGE-0015,Vintage Beige Composite Stool,Stool,Composite,Beige,D5-R2,387,EverWood,01/09/2025,"Vintage Beige Composite Stool - Composite Beige design, sourced from EverWood."
STL-M-RED-0007,Elegant Red Metal Stool,Stool,Metal,Red,D3-R3,146,Homedecor Co.,09/05/2025,"Elegant Red Metal Stool - Metal Red design, sourced from Homedecor Co.."
CHR-W-BGE-0008,Premium Beige Wood Chair,Chair,Wood,Beige,A2-R3,164,EverWood,14/10/2025,"Premium Beige Wood Chair - Wood Beige design, sourced from EverWood."
STL-M-BLK-0007,Vintage Black Metal Stool,Stool,Metal,Black,A4-R1,76,EverWood,13/10/2025,"Vintage Black Metal Stool - Metal Black design, sourced from EverWood."
CAB-G-BGE-0010,Vintage Glass Cabinet,Cabinet,Glass,Beige,C4-R2,166,Global Furnish,31/12/2024,"Vintage Glass Cabinet - Glass Beige design, sourced from Global Furnish."
STL-W-BGE-0008,Deluxe Beige Wood Stool,Stool,Wood,Beige,B4-R3,492,Homedecor Co.,09/01/2025,"Deluxe Beige Wood Stool - Wood Beige design, sourced from Homedecor Co.."
BED-P-BRN-0008,Deluxe Brown Plastic Bed,Bed,Plastic,Brown,C5-R3,35,Urban Living,27/02/2025,"Deluxe Brown Plastic Bed - Plastic Brown design, sourced from Urban Living."
WRD-L-BRN-0008,Deluxe Leather Wardrobe,Wardrobe,Leather,Brown,D2-R2,234,Global Furnish,11/02/2025,"Deluxe Leather Wardrobe - Leather Brown design, sourced from Global Furnish."
DRS-L-BRN-0004,Stylish Leather Dresser,Dresser,Leather,Brown,C3-R1,78,Classic Interiors,26/10/2025,"Stylish Leather Dresser - Leather Brown design, sourced from Classic Interiors."
CNS-L-BRN-0014,Stylish Leather Console,Console,Leather,Brown,A1-R1,299,Global Furnish,23/06/2025,"Stylish Leather Console - Leather Brown design, sourced from Global Furnish."
WRD-P-BLK-0010,Premium Plastic Wardrobe,Wardrobe,Plastic,Black,A1-R2,439,FurniWorld,31/08/2025,"Premium Plastic Wardrobe - Plastic Black design, sourced from FurniWorld."
WRD-M-BRN-0007,Classic Metal Wardrobe,Wardrobe,Metal,Brown,C4-R2,202,Nova Supplies,01/05/2025,"Classic Metal Wardrobe - Metal Brown design, sourced from Nova Supplies."
BSF-L-BRN-0004,Classic Leather Bookshelf,Bookshelf,Leather,Brown,C2-R1,316,Homedecor Co.,21/02/2025,"Classic Leather Bookshelf - Leather Brown design, sourced from Homedecor Co.."
DSK-G-GRN-0010,Stylish Glass Desk,Desk,Glass,Green,C1-R3,248,Classic Interiors,11/03/2025,"Stylish Glass Desk - Glass Green design, sourced from Classic Interiors."
BNH-M-NAT-0011,Modern Natural Metal Bench,Bench,Metal,Natural,D5-R2,157,ComfortLine,26/06/2025,"Modern Natural Metal Bench - Metal Natural design, sourced from ComfortLine."
BED-C-WHT-0005,Vintage White Composite Bed,Bed,Composite,White,D4-R4,21,Classic Interiors,27/05/2025,"Vintage White Composite Bed - Composite White design, sourced from Classic Interiors."
CHR-W-NAT-0007,Stylish Natural Wood Chair,Chair,Wood,Natural,A1-R3,303,FurniWorld,27/10/2025,"Stylish Natural Wood Chair - Wood Natural design, sourced from FurniWorld."
CHR-C-BLU-0012,Deluxe Blue Composite Chair,Chair,Composite,Blue,D1-R4,36,Global Furnish,06/08/2025,"Deluxe Blue Composite Chair - Composite Blue design, sourced from Global Furnish."
CAB-M-WHT-0006,Modern Metal Cabinet,Cabinet,Metal,White,A4-R1,38,Homedecor Co.,04/09/2025,"Modern Metal Cabinet - Metal White design, sourced from Homedecor Co.."
BSF-P-WHT-0007,Compact Plastic Bookshelf,Bookshelf,Plastic,White,D1-R3,230,Classic Interiors,21/12/2024,"Compact Plastic Bookshelf - Plastic White design, sourced from Classic Interiors."
STL-W-GRY-0010,Compact Grey Wood Stool,Stool,Wood,Grey,A1-R1,313,Classic Interiors,20/09/2025,"Compact Grey Wood Stool - Wood Grey design, sourced from Classic Interiors."
CAB-G-WHT-0009,Compact Glass Cabinet,Cabinet,Glass,White,D1-R3,273,Homedecor Co.,26/07/2025,"Compact Glass Cabinet - Glass White design, sourced from Homedecor Co.."
CAB-P-GRY-0008,Compact Plastic Cabinet,Cabinet,Plastic,Grey,B1-R4,263,ComfortLine,27/06/2025,"Compact Plastic Cabinet - Plastic Grey design, sourced from ComfortLine."
WRD-F-BRN-0009,Stylish Fabric Wardrobe,Wardrobe,Fabric,Brown,C1-R1,206,EverWood,12/04/2025,"Stylish Fabric Wardrobe - Fabric Brown design, sourced from EverWood."
STL-L-BRN-0008,Minimal Brown Leather Stool,Stool,Leather,Brown,A2-R2,16,Homedecor Co.,09/05/2025,"Minimal Brown Leather Stool - Leather Brown design, sourced from Homedecor Co.."
STL-G-GRY-0006,Minimal Grey Glass Stool,Stool,Glass,Grey,A4-R3,167,ComfortLine,03/05/2025,"Minimal Grey Glass Stool - Glass Grey design, sourced from ComfortLine."
SOF-W-BRN-0004,Deluxe Brown Wood Sofa,Sofa,Wood,Brown,B3-R1,350,Nova Supplies,22/03/2025,"Deluxe Brown Wood Sofa - Wood Brown design, sourced from Nova Supplies."
STL-W-BGE-0009,Classic Beige Wood Stool,Stool,Wood,Beige,D1-R2,232,Global Furnish,27/12/2024,"Classic Beige Wood Stool - Wood Beige design, sourced from Global Furnish."
CNS-W-OAK-0006,Minimal Wood Console,Console,Wood,Oak,D2-R3,446,FurniWorld,16/05/2025,"Minimal Wood Console - Wood Oak design, sourced from FurniWorld."
WRD-W-OAK-0006,Deluxe Wood Wardrobe,Wardrobe,Wood,Oak,C4-R3,208,FurniWorld,08/01/2025,"Deluxe Wood Wardrobe - Wood Oak design, sourced from FurniWorld."
WRD-G-OAK-0007,Modern Glass Wardrobe,Wardrobe,Glass,Oak,C5-R3,47,Homedecor Co.,08/11/2025,"Modern Glass Wardrobe - Glass Oak design, sourced from Homedecor Co.."
BSF-G-BLU-0007,Elegant Glass Bookshelf,Bookshelf,Glass,Blue,C3-R3,200,EverWood,08/02/2025,"Elegant Glass Bookshelf - Glass Blue design, sourced from EverWood."
STL-G-OAK-0009,Premium Oak Glass Stool,Stool,Glass,Oak,C1-R3,120,EverWood,20/07/2025,"Premium Oak Glass Stool - Glass Oak design, sourced from EverWood."
DRS-C-BLU-0004,Stylish Composite Dresser,Dresser,Composite,Blue,C2-R3,309,Nova Supplies,28/12/2024,"Stylish Composite Dresser - Composite Blue design, sourced from Nova Supplies."
BNH-L-WHT-0012,Compact White Leather Bench,Bench,Leather,White,B4-R4,144,Urban Living,13/07/2025,"Compact White Leather Bench - Leather White design, sourced from Urban Living."
STL-W-BLU-0008,Elegant Blue Wood Stool,Stool,Wood,Blue,B1-R4,195,EverWood,25/06/2025,"Elegant Blue Wood Stool - Wood Blue design, sourced from EverWood."
STL-R-NAT-0013,Modern Natural Rattan Stool,Stool,Rattan,Natural,D2-R4,331,EverWood,21/09/2025,"Modern Natural Rattan Stool - Rattan Natural design, sourced from EverWood."
CAB-P-WHT-0010,Minimal Plastic Cabinet,Cabinet,Plastic,White,D2-R3,119,EverWood,21/07/2025,"Minimal Plastic Cabinet - Plastic White design, sourced from EverWood."
CNS-G-BGE-0010,Classic Glass Console,Console,Glass,Beige,C2-R4,384,Classic Interiors,30/07/2025,"Classic Glass Console - Glass Beige design, sourced from Classic Interiors."
TAB-G-BLK-0010,Compact Glass Table,Table,Glass,Black,A3-R2,346,Classic Interiors,17/05/2025,"Compact Glass Table - Glass Black design, sourced from Classic Interiors."
BSF-W-BLK-0009,Cozy Wood Bookshelf,Bookshelf,Wood,Black,A1-R1,83,ComfortLine,23/02/2025,"Cozy Wood Bookshelf - Wood Black design, sourced from ComfortLine."
CAB-C-GRY-0007,Deluxe Composite Cabinet,Cabinet,Composite,Grey,B5-R4,233,Classic Interiors,26/03/2025,"Deluxe Composite Cabinet - Composite Grey design, sourced from Classic Interiors."
CHR-F-GRY-0009,Vintage Grey Fabric Chair,Chair,Fabric,Grey,A4-R3,247,EverWood,02/10/2025,"Vintage Grey Fabric Chair - Fabric Grey design, sourced from EverWood."
BNH-P-BGE-0005,Elegant Beige Plastic Bench,Bench,Plastic,Beige,B1-R2,177,Nova Supplies,03/12/2024,"Elegant Beige Plastic Bench - Plastic Beige design, sourced from Nova Supplies."
STL-R-GRY-0014,Modern Grey Rattan Stool,Stool,Rattan,Grey,B2-R4,324,Nova Supplies,18/11/2024,"Modern Grey Rattan Stool - Rattan Grey design, sourced from Nova Supplies."
WRD-C-OAK-0009,Classic Composite Wardrobe,Wardrobe,Composite,Oak,D2-R4,229,Global Furnish,26/03/2025,"Classic Composite Wardrobe - Composite Oak design, sourced from Global Furnish."
CAB-L-GRN-0009,Compact Leather Cabinet,Cabinet,Leather,Green,D5-R3,244,Urban Living,19/01/2025,"Compact Leather Cabinet - Leather Green design, sourced from Urban Living."
WRD-P-BLK-0011,Cozy Plastic Wardrobe,Wardrobe,Plastic,Black,C2-R1,208,Nova Supplies,30/03/2025,"Cozy Plastic Wardrobe - Plastic Black design, sourced from Nova Supplies."
DRS-L-BLU-0012,Modern Leather Dresser,Dresser,Leather,Blue,D2-R1,459,Classic Interiors,14/06/2025,"Modern Leather Dresser - Leather Blue design, sourced from Classic Interiors."
CAB-F-BRN-0007,Modern Fabric Cabinet,Cabinet,Fabric,Brown,A3-R4,259,Homedecor Co.,08/01/2025,"Modern Fabric Cabinet - Fabric Brown design, sourced from Homedecor Co.."
DSK-R-BRN-0007,Premium Rattan Desk,Desk,Rattan,Brown,A3-R2,299,Urban Living,14/06/2025,"Premium Rattan Desk - Rattan Brown design, sourced from Urban Living."
TAB-G-WHT-0010,Minimal Glass Table,Table,Glass,White,C4-R4,121,Global Furnish,02/02/2025,"Minimal Glass Table - Glass White design, sourced from Global Furnish."
